file,location,reference,match,kind,bucket,authority,reproducible,flag
PROGRESS.md,59,"_in1k | n=12 真实图片; max|Δ|=1.71661376953125e-05（展示 1.717e-05）, mean|Δ|=2.360081756099438e-06（展示 2.360e-06） | PyTorch↔ONNX，官方 M0.9，imagenet_val_subset.txt 前 12 张 | outputs/metrics/consistency_repvit_m0_9_in1k.json | `python",2.360081756099438e-06,error_value,B2_onnx_m0_9_in1k_n12,outputs/metrics/consistency_repvit_m0_9_in1k.json,yes,
PROGRESS.md,59,"=1.71661376953125e-05（展示 1.717e-05）, mean|Δ|=2.360081756099438e-06（展示 2.360e-06） | PyTorch↔ONNX，官方 M0.9，imagenet_val_subset.txt 前 12 张 | outputs/metrics/consistency_repvit_m0_9_in1k.json | `python deploy/compa",2.360e-06,error_value,B2_onnx_m0_9_in1k_n12,outputs/metrics/consistency_repvit_m0_9_in1k.json,yes,
PROGRESS.md,59,"3125e-05（展示 1.717e-05）, mean|Δ|=2.360081756099438e-06（展示 2.360e-06） | PyTorch↔ONNX，官方 M0.9，imagenet_val_subset.txt 前 12 张 | outputs/metrics/consistency_repvit_m0_9_in1k.json | `python deploy/compare_torch_onnx.py",PyTorch↔ONNX,statement,B2_onnx_m0_9_in1k_n12,outputs/metrics/consistency_repvit_m0_9_in1k.json,yes,
PROGRESS.md,60,"| consistency_m1_0_in1k | n=12 真实图片; max|Δ|=1.811981201171875e-05（展示 1.812e-05）, mean|Δ|=2.4635197632960626e-06（展示 2.464e-06） | PyTorch↔ONNX，官方 M1.0，同子集 | outputs/metrics/consistency_repvit_m1_0_",1.811981201171875e-05,error_value,B3_onnx_m1_0_in1k_n12,outputs/metrics/consistency_repvit_m1_0_in1k.json,yes,
PROGRESS.md,60,"| consistency_m1_0_in1k | n=12 真实图片; max|Δ|=1.811981201171875e-05（展示 1.812e-05）, mean|Δ|=2.4635197632960626e-06（展示 2.464e-06） | PyTorch↔ONNX，官方 M1.0，同子集 | outputs/metrics/consistency_repvit_m1_0_in1k.json | `",1.812e-05,error_value,B3_onnx_m1_0_in1k_n12,outputs/metrics/consistency_repvit_m1_0_in1k.json,yes,
PROGRESS.md,60,"in1k | n=12 真实图片; max|Δ|=1.811981201171875e-05（展示 1.812e-05）, mean|Δ|=2.4635197632960626e-06（展示 2.464e-06） | PyTorch↔ONNX，官方 M1.0，同子集 | outputs/metrics/consistency_repvit_m1_0_in1k.json | `python deploy/compare_torch_onnx.",2.4635197632960626e-06,error_value,B3_onnx_m1_0_in1k_n12,outputs/metrics/consistency_repvit_m1_0_in1k.json,yes,
PROGRESS.md,60,".811981201171875e-05（展示 1.812e-05）, mean|Δ|=2.4635197632960626e-06（展示 2.464e-06） | PyTorch↔ONNX，官方 M1.0，同子集 | outputs/metrics/consistency_repvit_m1_0_in1k.json | `python deploy/compare_torch_onnx.py --model re",2.464e-06,error_value,B3_onnx_m1_0_in1k_n12,outputs/metrics/consistency_repvit_m1_0_in1k.json,yes,
PROGRESS.md,60,"875e-05（展示 1.812e-05）, mean|Δ|=2.4635197632960626e-06（展示 2.464e-06） | PyTorch↔ONNX，官方 M1.0，同子集 | outputs/metrics/consistency_repvit_m1_0_in1k.json | `python deploy/compare_torch_onnx.py --model repvit_m1_0_in1k -",PyTorch↔ONNX,statement,B3_onnx_m1_0_in1k_n12,outputs/metrics/consistency_repvit_m1_0_in1k.json,yes,
PROGRESS.md,112,- **09-13【批次一致性】M07 必须串行执行**。本机 15.8 GB 内存，,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,122,- **09-16【logits 误差口径统一】** 全仓扫描后把误差引用归入 10 个实验桶,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,122,- **09-16【logits 误差口径统一】** 全仓扫描后把误差引用归入 10 个实验桶,误差,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,122,- **09-16【logits 误差口径统一】** 全仓扫描后把误差引用归入 10 个实验桶,误差,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,123,（清单 `outputs/verification/logits_reference_inventory.csv`，发现记录,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,124,`report/LOGITS_AUDIT_FINDINGS.md`，答辩口径 `report/LOGITS_AUDIT.md`）：,LOGITS,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,124,`report/LOGITS_AUDIT_FINDINGS.md`，答辩口径 `report/LOGITS_AUDIT.md`）：,LOGITS,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,125,- **PyTorch↔ONNX（B1）**：Pet-37，`datasets/lists/pet_test.txt` 前 12 张真实图片，,PyTorch↔ONNX,noise_float,NOT_AN_ERROR_REF,—,-,
PROGRESS.md,127,etrics/consistency_repvit_m0_9_pet37.json`，max **6.199e-06** / mean **1.501e-06**。,1.501e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
PROGRESS.md,127,`outputs/metrics/consistency_repvit_m0_9_pet37.json`，max **6.199e-06** / mean **1.501e-06**。,6.199e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
PROGRESS.md,128,- **结构重参数化（B4）**：Pet-37 baseline，32 个固定随机输入 seed=20240912 / batch=8 →,重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
PROGRESS.md,129,ram/repvit_m0_9_pet37_reparam_report.json`，max **7.093e-06** / mean **2.031e-06**。,2.031e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
PROGRESS.md,129,`outputs/reparam/repvit_m0_9_pet37_reparam_report.json`，max **7.093e-06** / mean **2.031e-06**。,7.093e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
PROGRESS.md,130,- 两者是不同实验（PyTorch↔PyTorch 随机张量 vs PyTorch↔ONNX 真实图片），,PyTorch↔ONNX,noise_float,NOT_AN_ERROR_REF,—,-,
PROGRESS.md,131,文档中**分开表述、各自只引用一个落盘产物**，不再出现「六模型一致率 100%」这类外推。,一致率,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,132,- 旧值 **5.25e-06 / 1.41e-06** 定案：仓库 14 个提交的 `outputs/` 树里**从未**有过配套产物，,1.41e-06,error_value,B8_legacy_orphan,（无）,no,ORPHAN
PROGRESS.md,132,- 旧值 **5.25e-06 / 1.41e-06** 定案：仓库 14 个提交的 `outputs/` 树里**从未**有过配套产物，,5.25e-06,error_value,B8_legacy_orphan,（无）,no,ORPHAN
PROGRESS.md,133,初始提交 `81693dd` 的 README 写该值、而同一提交的落盘 JSON 已是 n=12 的 `6.199e-06`；,6.199e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
PROGRESS.md,135,`max=6.198883056640625e-06` 也复现不了。README / REPORT.md 第 13.3 节 / LOGITS_AUDIT.md,6.198883056640625e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
PROGRESS.md,135,`max=6.198883056640625e-06` 也复现不了。README / REPORT.md 第 13.3 节 / LOGITS_AUDIT.md,LOGITS,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,139,POSIX 路径；三个一致性 JSON 用**逐行字符串替换**只改第 4、8 行（`git diff --numstat` 各 `2 2`），,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,198,"| ③ 深入结构重参数化 | ✅ 完成 | outputs/advanced/repvit_m0_9_pet37_{structure_before,structure_after}.txt、_onnx_nodes.json、block_22_fusion_report.txt |",重参数化,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROGRESS.md,225,唯一失败项 `paths`（09-16 早上曾在 `tools/audit_logits_references.py:430` 命中 1 处冗余字面量）已修复为 **0 处**；,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
PROVENANCE.md,63,| `tools/reparam_verify.py` | 结构重参数化数值/结构验证 |,重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,14,> **两项 logits 误差实验分开报告**（实验对象、输入批次与代码路径都不同，不能并列成,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,14,> **两项 logits 误差实验分开报告**（实验对象、输入批次与代码路径都不同，不能并列成,误差,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,17,> - **结构重参数化**（Pet-37 baseline，32 个固定随机输入，seed=20240912）：融合前后,重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,18,>   PyTorch logits `max|Δ| = 7.093e-06`、`mean|Δ| = 2.031e-06`，Top-1 32/32 一致，,2.031e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,18,>   PyTorch logits `max|Δ| = 7.093e-06`、`mean|Δ| = 2.031e-06`，Top-1 32/32 一致，,7.093e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,18,>   PyTorch logits `max|Δ| = 7.093e-06`、`mean|Δ| = 2.031e-06`，Top-1 32/32 一致，,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,20,> - **PyTorch↔ONNX 一致性**（Pet-37，`datasets/lists/pet_test.txt` 按顺序前 12 张真实图片，,PyTorch↔ONNX,statement,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,20,> - **PyTorch↔ONNX 一致性**（Pet-37，`datasets/lists/pet_test.txt` 按顺序前 12 张真实图片，,一致性,statement,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,21,>   n=12）：`max|Δlogits| = 6.199e-06`、`mean|Δlogits| = 1.501e-06`，Top-1 与 Top-5,1.501e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,21,>   n=12）：`max|Δlogits| = 6.199e-06`、`mean|Δlogits| = 1.501e-06`，Top-1 与 Top-5,6.199e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,21,>   n=12）：`max|Δlogits| = 6.199e-06`、`mean|Δlogits| = 1.501e-06`，Top-1 与 Top-5,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,21,>   n=12）：`max|Δlogits| = 6.199e-06`、`mean|Δlogits| = 1.501e-06`，Top-1 与 Top-5,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,22,>   集合一致率均 100%；落盘 `outputs/metrics/consistency_repvit_m0_9_pet37.json`。,一致率,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,26,> 各自做过 n=12 的一致性验证（见第 11 节与 `report/LOGITS_AUDIT.md`），**其余型号只有,LOGITS,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,26,> 各自做过 n=12 的一致性验证（见第 11 节与 `report/LOGITS_AUDIT.md`），**其余型号只有,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,27,> 导出与性能结果，不做同口径一致性声明**。,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,41,9. [如何执行结构重参数化](#9-如何执行结构重参数化),重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,41,9. [如何执行结构重参数化](#9-如何执行结构重参数化),重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,292,## 9. 如何执行结构重参数化,重参数化,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,309,| `max_abs_err` | **7.092953e-06**（展示为 7.093e-06） |,7.092953e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,309,| `max_abs_err` | **7.092953e-06**（展示为 7.093e-06） |,7.093e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,310,| `mean_abs_err` | **2.030727e-06**（展示为 2.031e-06） |,2.030727e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,310,| `mean_abs_err` | **2.030727e-06**（展示为 2.031e-06） |,2.031e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,349,# PyTorch vs ONNX 一致性（5 项指标 + 判定）,PyTorch vs ONNX,statement,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,349,# PyTorch vs ONNX 一致性（5 项指标 + 判定）,一致性,statement,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,357,resize+crop，不 import torchvision），与训练侧共用同一份 transform 会让一致性,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,360,**实测一致性（同一落盘实验，n=12）**：Pet-37 baseline 与,一致性,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,363,`max|Δlogits| = 6.198883056640625e-06`（展示 **6.199e-06**）、,6.198883056640625e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,363,`max|Δlogits| = 6.198883056640625e-06`（展示 **6.199e-06**）、,6.199e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,363,`max|Δlogits| = 6.198883056640625e-06`（展示 **6.199e-06**）、,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,364,`mean|Δlogits| = 1.5006899711048998e-06`（展示 **1.501e-06**），,1.5006899711048998e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,364,`mean|Δlogits| = 1.5006899711048998e-06`（展示 **1.501e-06**），,1.501e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,
README.md,364,`mean|Δlogits| = 1.5006899711048998e-06`（展示 **1.501e-06**），,logits,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,365,**Top-1 一致率 100.00%**、Top-5 集合一致率 100.00%，落盘,一致率,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,365,**Top-1 一致率 100.00%**、Top-5 集合一致率 100.00%，落盘,一致率,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,369,E 早期出现的 `5.25e-06` / `1.41e-06`（以及旧 `PPT_CONTENT.md` 的 `5.245e-06` / `1.414e-06`）在仓库的任何提交里都没有配套产物：旧 README 的复跑命令写的是 `--limit 8`，但同一提交（`81693dd`）里落盘的 JSON 已经是 `n=12` 的 `6.199e-06`，因此**既不能证明它来自 n=8，也不能当作 n=12 的结,1.414e-06,error_value,B8_legacy_orphan,（无）,no,MIXED+ORPHAN
README.md,369,**关于 5.25e-06 旧引用**：README 早期出现的 `5.25e-06` / `1.41e-06`（以及旧 `PPT_CONTENT.md` 的 `5.245e-06` / `1.414e-06`）在仓库的任何提交里都没有配套产物：旧 README 的复跑命令写的是 `--limit 8`，但同一提交（`81693dd`）里落盘的 JSON 已经是 `n,1.41e-06,error_value,B8_legacy_orphan,（无）,no,MIXED+ORPHAN
README.md,369,当作 n=12 的结果**；用当前权重跑 `--limit 8` 得到 `max=6.198883056640625e-06`、`mean=1.4658262017519519e-06`，同样无法复现旧值。旧值只作为修订记录保留，不再作为实验结论。,1.4658262017519519e-06,noise_float,NOT_AN_ERROR_REF,—,-,MIXED+ORPHAN
README.md,369,06 旧引用**：README 早期出现的 `5.25e-06` / `1.41e-06`（以及旧 `PPT_CONTENT.md` 的 `5.245e-06` / `1.414e-06`）在仓库的任何提交里都没有配套产物：旧 README 的复跑命令写的是 `--limit 8`，但同一提交（`81693dd`）里落盘的 JSON 已经是 `n=12` 的 `6.199e-06`，因此**既不能证明它来自 n=8,5.245e-06,error_value,B8_legacy_orphan,（无）,no,MIXED+ORPHAN
README.md,369,**关于 5.25e-06 旧引用**：README 早期出现的 `5.25e-06` / `1.41e-06`（以及旧 `PPT_CONTENT.md` 的 `5.245e-06` / `1.414e-06`）在仓库的任何提交里都没有配套产物：旧 README 的复跑命令写的是 `-,5.25e-06,error_value,B8_legacy_orphan,（无）,no,MIXED+ORPHAN
README.md,369,**关于 5.25e-06 旧引用**：README 早期出现的 `5.25e-06` / `1.41e-06`（以及旧 `PPT_CONTENT.md` 的 `5.245e-06` / `1.414e-06`）在仓库的任何提交里都没有配套产物：旧 README 的复跑命令写的是 `--limit 8`，但同一提交（`81693dd`）里落盘,5.25e-06,error_value,B8_legacy_orphan,（无）,no,MIXED+ORPHAN
README.md,369,199e-06`，因此**既不能证明它来自 n=8，也不能当作 n=12 的结果**；用当前权重跑 `--limit 8` 得到 `max=6.198883056640625e-06`、`mean=1.4658262017519519e-06`，同样无法复现旧值。旧值只作为修订记录保留，不再作为实验结论。,6.198883056640625e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,MIXED+ORPHAN
README.md,369,旧 README 的复跑命令写的是 `--limit 8`，但同一提交（`81693dd`）里落盘的 JSON 已经是 `n=12` 的 `6.199e-06`，因此**既不能证明它来自 n=8，也不能当作 n=12 的结果**；用当前权重跑 `--limit 8` 得到 `max=6.198883056640625e-06`、`mean=1.4658262017519519e-06`，同样无法复现旧值。旧值只作为,6.199e-06,error_value,B1_onnx_pet37_n12,outputs/metrics/consistency_repvit_m0_9_pet37.json,yes,MIXED+ORPHAN
README.md,371,## 11.1 误差口径说明,误差,statement,B11_statement,（方法或口径说明，不指向具体数值）,-,
README.md,373,logits。`max|Δ| = 7.092952728271484e-06`（展示 **7.093e-06**）、`mean|Δ| = 2.030726818702533e-06`（展示 **2.031e-06**）、Top-1 32/32 一致、BN 模块 107 → 0，落盘于 `outputs/reparam/repvit_m0_9_pet37_reparam_report.json`。,2.030726818702533e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,8271484e-06`（展示 **7.093e-06**）、`mean|Δ| = 2.030726818702533e-06`（展示 **2.031e-06**）、Top-1 32/32 一致、BN 模块 107 → 0，落盘于 `outputs/reparam/repvit_m0_9_pet37_reparam_report.json`。,2.031e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,224、CPU FP32；`eval()` 后深拷贝再 `fuse()`，比较融合前后的 PyTorch logits。`max|Δ| = 7.092952728271484e-06`（展示 **7.093e-06**）、`mean|Δ| = 2.030726818702533e-06`（展示 **2.031e-06**）、Top-1 32/32 一致、BN 模块 107 → 0，落盘于 `outputs/reparam/repvit_m,7.092952728271484e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,`fuse()`，比较融合前后的 PyTorch logits。`max|Δ| = 7.092952728271484e-06`（展示 **7.093e-06**）、`mean|Δ| = 2.030726818702533e-06`（展示 **2.031e-06**）、Top-1 32/32 一致、BN 模块 107 → 0，落盘于 `outputs/reparam/repvit_m0_9_pet37_repara,7.093e-06,error_value,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,- **重参数化 logits 误差**：Pet-37 baseline，timm 单头、`distillation=False`，32 个**固定随机输入**（`torch.randn`，seed=20240912）、batch=8、224×224、CPU FP32；`eval()` 后,logits,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,912）、batch=8、224×224、CPU FP32；`eval()` 后深拷贝再 `fuse()`，比较融合前后的 PyTorch logits。`max|Δ| = 7.092952728271484e-06`（展示 **7.093e-06**）、`mean|Δ| = 2.030726818702533e-06`（展示 **2.031e-06**）、Top-1 32/32 一致、BN 模块 107 →,logits,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
README.md,373,- **重参数化 logits 误差**：Pet-37 baseline，timm 单头、`distillation=False`，32 个**固定随机输入**（`torch.randn`，seed=20240912）、batch=8、224×224、CPU FP32；`eval()` 后深拷贝,误差,statement,B4_reparam_pet37_32rand,outputs/reparam/repvit_m0_9_pet37_reparam_report.json,yes,
